VIN,Year,Make,Model,Trim,Price,Miles
2C4RC1BG9SR509897,2025,Chrysler,Pacifica,Select,30077,52689
1G1YF2D34R5607495,2024,Chevrolet,Corvette,3LZ,135378,3268
5NMS4DAL9NH453344,2022,Hyundai,Santa Fe,Limited,24599,42998
2HGFE2F55TH594600,2026,Honda,Civic,Sport,27150,0
JTEABFAJ2VK068400,2027,Toyota,Land Cruiser,Land Cruiser 1958,74684,0
JTJBCACB0TA007285,2026,Lexus,RZ,null,51173,null
KMUHDESCXTU329424,2026,GENESIS,GV80,Advanced,78705,15
JTDAAAAFXT3050224,2026,Toyota,Crown,Limited,51034,0
5N1BT3BA2PC946855,2023,Nissan,Rogue,SV,null,67770
7SVAAABA3TX093286,2026,Toyota,Sequoia,Platinum,82227,0
KNDPVDDG0T7300793,2026,Kia,Sportage,X-Line Hybrid,37135,10
1FMEE8BH8TLA74760,2026,Ford,Bronco 4-Door,Outer Banks,57549,3
5YM13ET07T9465581,2026,BMW,X5 M,X5 M,144600,null
1V2DSPE81SC018459,2025,Volkswagen,ID.4,PRO,42567,7
58ADZ1B17PU143554,2023,Lexus,ES,350,41903,30267
5TFMC5DBXNX006937,2022,Toyota,Tundra,1794 Edition,43900,68226
1FTEW1EP8GKE21950,2016,Ford,F-150,Lariat,19410,108364
KM8JEDD17TU471572,2026,Hyundai,Tucson,Limited,40430,14
JN8BT3DD9TW476171,2026,Nissan,Rogue,Platinum,37571,null
WBS33HJ06VFW73972,2027,BMW,M3 Sedan,M3,108850,8
4T1G11BK1NU050594,2022,Toyota,Camry,SE,21998,76809
3VWBW7BU4TM032769,2026,Volkswagen,Jetta,Sport,24840,10
3N8AP6CBXTL408887,2026,Nissan,KICKS,SV AWD,27740,10
5YFB4MDE6TP450028,2026,Toyota,Corolla,LE,26408,0
1V2BN2CA1TC578829,2026,Volkswagen,Atlas,SEL,46654,12
KL47LAEP5TB129971,2026,Buick,Envista,Preferred,27892,4
3GNKDERL3TS163334,2026,Chevrolet,Blazer EV,SS,61370,303
3FMTK1S57TMA06557,2026,Ford,Mustang Mach-E,Select AWD,43483,16
KL79MUSL2TB158646,2026,Chevrolet,Trailblazer,RS,35640,5
5J8TC2H62SL035442,2025,Acura,RDX,A-Spec Package,44017,1746
5NMS3CAD5LH218202,2020,Hyundai,Santa Fe,SEL,16067,92446
19UDE2F7XLA004513,2020,Acura,ILX,Premium,18653,117839
1C4RDJDG0RC245966,2024,Dodge,Durango,GT,40500,9543
1HGCR2F88DA131738,2013,Honda,Accord,EX-L,null,107535
3FMCR9BN6SRE93603,2025,Ford,Bronco Sport,Big Bend,31498,1243
JTJVBCDX8T5085697,2026,Lexus,GX,Luxury,87705,null
1FTFW6L86TFA54093,2026,Ford,F-150,King Ranch,70651,10
5UX23EU01T9469782,2026,BMW,X5,40i,83063,0
5XYK3CDF1TG432515,2026,Kia,Sportage,EX,33585,5
1GNEC16K4PJ310191,1993,Chevrolet,Suburban,null,13865,131045
WA1BAAFY5M2039020,2021,Audi,Q5,Premium Plus,25962,43702
5TDAAAB50TS140020,2026,Toyota,Grand Highlander,XLE,51208,0
1C6SRFJP2TN330105,2026,RAM,Ram 1500 Pickup,Laramie,78348,null
5XYRK4JF7TG472142,2026,Kia,Sorento,SX,39701,null
5J8TC2H52TL015507,2026,Acura,RDX,Technology Package,49150,4
1FMCU9GN9TUA13829,2026,Ford,Escape,Active,31537,10
1FDWE3FN3TDD16100,2026,Ford,E-Series Cutaway,Base,66350,298
7MMVABEM5SN373051,2025,Mazda,CX-50,Premium Plus,29626,12714
YV4L12UN8P2020178,2023,Volvo,XC40,Plus,30265,26751
1FTER4PH8TLE17397,2026,Ford,Ranger,XL,36525,null
1HGCY2F58TA032361,2026,Honda,Accord,Hybrid Sport,34990,5
3VVVC7B29TM058356,2026,Volkswagen,Taos,SE,30354,10
3N1AB9DV0TY252496,2026,Nissan,Sentra,SR,25494,7
4JGFB4FB8TB629613,2026,Mercedes-Benz,GLE,GLE350,71713,9
1FD9X4HN9TEE11104,2026,Ford,F-450 Super Duty Chassis Cab,XL,null,4
3FMCR9BN4TRE08145,2026,Ford,Bronco Sport,Big Bend,33962,9
5YFB4MDE6TP23C580,2026,Toyota,Corolla,LE,26054,0
3GNAXLEG7TL487817,2026,Chevrolet,Equinox,RS,32328,6
3FTCW8TA7TRA97006,2026,Ford,Maverick,Lobo Standard,37987,0
1FMUK8KH8TGB45789,2026,Ford,Explorer,ST-LINE,49937,3
3CZRU6H11MM756476,2021,Honda,HR-V,Sport,20397,44714
WBA33FB00TFV88128,2026,BMW,4 Series,430i,48312,15565
1C6SRFJTXTN307555,2026,RAM,Ram 1500 Pickup,Laramie,65950,10
5N1BT3BB5TC816930,2026,Nissan,Rogue,SV,31055,10
1FTEW2LP6TKD94766,2026,Ford,F-150,STX,47830,185
1G1YC2D48S5112708,2025,Chevrolet,Corvette,3LT,null,0
JTEVA5BR3T5122382,2026,Toyota,4Runner,TRD Sport Premium,61086,0
5NMP34G17TH118515,2026,Hyundai,Santa Fe,Limited,43185,10
4JGFB5KE0TB665155,2026,Mercedes-Benz,GLE,GLE450,84043,10
3GNAXHEG3TL495233,2026,Chevrolet,Equinox,LT,28925,4
1FTFW5L8XTFA73210,2026,Ford,F-150,Lariat,64633,10
4JGFD8KB7SB387564,2025,Mercedes-Benz,GLE Coupe,GLE 63 S AMG,139628,10
YV4H60PF2T1497401,2026,Volvo,XC90,Ultra,84745,0
JTHBZ1E27T5048552,2026,Lexus,IS,350 F SPORT DESIGN,52427,null
3CZRZ2H58TM777692,2026,Honda,HR-V,Sport,29849,5
WA1DECF31P1087296,2023,Audi,Q3,S Line Premium,28505,28030
1FMUK8HHXSGA01022,2025,Ford,Explorer,Platinum,47360,14053
3N8AP6CB7TL410905,2026,Nissan,KICKS,SV AWD,null,10
3C4PJMB25TT238208,2026,Jeep,Cherokee,Limited,39476,2
5NMP5DG12TH092965,2026,Hyundai,Santa Fe,Calligraphy,48810,11
WBA33FB06TFW97662,2026,BMW,4 Series,430i,60750,9
LRBFZMR4XTD007658,2026,Buick,Envision,Preferred,42000,4
2T2BAMCA2TC24D434,2026,Lexus,RX,350 F SPORT,65639,0
3VW7W7BU8TM000638,2026,Volkswagen,Jetta,SE,26554,2
W1Y4NDHY9TT603242,2026,Mercedes-Benz,Sprinter Cargo Van,Base,76470,1461
WAU5ACFU0TN017187,2026,Audi,A5,Premium Plus,53546,15
3CZRZ2H59RM728087,2024,Honda,HR-V,Sport,26250,27606
3VVMR7RM8SM020486,2025,Volkswagen,Tiguan,SE,33404,4024
KNADM4A38H6012568,2017,Kia,Rio,LX,10372,35064
KNDPXDDGXT7340910,2026,Kia,Sportage,SX Prestige Hybrid,37729,null
5NMP5DG19TH074561,2026,Hyundai,Santa Fe,Calligraphy,50380,7
3VVGR7RM1TM087705,2026,Volkswagen,Tiguan,SE R-LINE BLACK,37671,8
5FNYG1H60TB008425,2026,Honda,Pilot,TrailSport,52757,3
7MMVABAL2TN603062,2026,Mazda,CX-50,Select,31158,null
1FMUK8DH8TGB89899,2026,Ford,Explorer,Active,45716,null
1FTFW3L86RKD72830,2024,Ford,F-150,XLT,39845,32052
7FARW2H53KE004649,2019,Honda,CR-V,EX,21495,60285
5XYK6CAFXPG048895,2023,Kia,Sportage,X-Line,24394,42478
3VWBW7BU9TM030998,2026,Volkswagen,Jetta,Sport,25109,11
JM3KMBHA0T0113738,2026,Mazda,CX-5,S Select,33651,3
3N1AB9CV8TY210885,2026,Nissan,Sentra,SV,22964,10
3N1AB9CV8TY280094,2026,Nissan,Sentra,SV,23543,10
JM1NDAC76T0705883,2026,Mazda,MX-5 Miata,Club,35208,10
5FNYF9H36TB065039,2026,Honda,Passport,RTL Towing,45118,10
WP1AA2AY2SDA06894,2025,Porsche,Cayenne,Base,91402,5394
3VWF17AT7GM631356,2016,Volkswagen,Beetle,Classic,null,155111
3GNKDBRJ5RS250206,2024,Chevrolet,Blazer EV,LT,25410,15847
1C6SRFKT8RN115090,2024,RAM,Ram 1500 Pickup,Longhorn,43977,59063
WBA63DA02SCU61593,2025,BMW,4 Series,430i,49800,7686
4S4BTADC3S3331145,2025,Subaru,Outback,Premium,31229,3793
1FMCU0E10TUA03606,2026,Ford,Escape Plug-in hybrid,PHEV,30398,10
1FMWK8JC8TGA39177,2026,Ford,Explorer,Tremor,58096,12
1FTER4LR7SLE19980,2025,Ford,Ranger,Raptor,56290,5390
4S4GUHD6XT3727838,2026,Subaru,Crosstrek,Premium,30482,null
1GCWGBFP8S1275201,2025,Chevrolet,Express Cargo,Work Van,40227,null
5N1AT2MV7EC809929,2014,Nissan,Rogue,SV,10942,88413
1V2AP2CA9JC599365,2018,Volkswagen,Atlas,S,13995,86025
1C4RJKAR7T8564991,2026,Jeep,Grand Cherokee L,Laredo,45695,0
1C6SRFLP7TN251493,2026,RAM,Ram 1500 Pickup,Rebel,65140,null
3GNAXTEG1TL466932,2026,Chevrolet,Equinox,RS,35474,6
5TDXSKFC2TS21C376,2026,Toyota,Sienna,XSE,53815,0
1GTVUCE87TZ136782,2026,GMC,Sierra 1500,Elevation,52935,2
1FMWK8GC5TGB51555,2026,Ford,Explorer,ST,58810,0
1V2CN2CA5TC575923,2026,Volkswagen,Atlas,Atlas Peak Edition,44576,5
1C4RJHBGXS8749342,2025,Jeep,Grand Cherokee,Limited,39289,2185
3VVMR7RM9TM070699,2026,Volkswagen,Tiguan,SE,35300,10
5NMJECDE9TH646008,2026,Hyundai,Tucson,Limited,42462,30
1FMCU0GN9TUA11638,2026,Ford,Escape,Active,28193,8
3CZRZ2H78VM704519,2027,Honda,HR-V,EX-L,33812,0
5FPYK3F83TB027508,2026,Honda,Ridgeline,Black Edition,49757,0
5GAEVCKS3TJ206212,2026,Buick,Enclave,Avenir,62433,3
JN8AZ3BB2T9432376,2026,INFINITI,QX80,Luxe,85290,5
YV4H60PF6T1500137,2026,Volvo,XC90,Ultra,82745,null
3N1AB9CV5TY269389,2026,Nissan,Sentra,SV,23263,10
WBA63FB04TFW95308,2026,BMW,4 Series,M440i,72678,10
1GTUUCED3TZ329410,2026,GMC,Sierra 1500,Elevation,86153,6
KMHLM4DG3TU210617,2026,Hyundai,Elantra,SEL Sport,23411,9
YV4M12RM0T1412043,2026,Volvo,XC60,Ultra,62935,0
1FT8W4DM7TED51534,2026,Ford,F-450 Super Duty,Platinum,116485,98
KL77LHEP6TC157154,2026,Chevrolet,Trax,LT,24873,1
WDBWK5JA4AF228296,2010,Mercedes-Benz,SLK-Class,SLK350,20500,22979
WBA53DB01SCT95077,2025,BMW,4 Series,430i,53312,23866
1FTFW4L80TFA75879,2026,Ford,F-150,Tremor,71495,2
3N1AB9DV7TY264189,2026,Nissan,Sentra,SR,29091,3
KNDNB5K3XT6633997,2026,Kia,Carnival,LX,37913,7
5UX23EU01T9356821,2026,BMW,X5,40i,83377,null
7FARS6H82TE117572,2026,Honda,CR-V,Sport-L,39583,8
KL77LKEP7TC123625,2026,Chevrolet,Trax,Activ,26005,200
1FT7W2BT7EEB17522,2014,Ford,F-250 Super Duty,Lariat,15410,280370
5NTJDDAF8NH039269,2022,Hyundai,Santa Cruz,SEL Premium,23455,null
3TMLB5JN1TM19C601,2026,Toyota,Tacoma,SR5,41523,0
3C4NJDBN2TT180091,2026,Jeep,Compass,Altitude,34255,0
1GCPTDEK6T1198055,2026,Chevrolet,Colorado,Z71,53833,1
1FT8W3BM7TEC60034,2026,Ford,F-350 Super Duty,Lariat,null,161
5N1DR3BE4TC252690,2026,Nissan,Pathfinder,Rock Creek,40622,null
5XYRL4JCXTG430390,2026,Kia,Sorento,S,35940,10
4JGFB5KB7RB101632,2024,Mercedes-Benz,GLE,GLE450,59396,19368
1GCUDEED8PZ258934,2023,Chevrolet,Silverado 1500,RST,42408,41623
3C4NJDCN0TT181139,2026,Jeep,Compass,Limited Altitude,33384,11
1C6SRFJT9TN348274,2026,RAM,Ram 1500 Pickup,Laramie,65445,12
JM3KKCHD4T1398315,2026,Mazda,CX-90,Premium Package,47496,null
5N1BT3BB9TC802612,2026,Nissan,Rogue,SV,29615,3
KMHLM4DG2TU221933,2026,Hyundai,Elantra,SEL Sport,25610,null
1FTFW6LD9SFB81898,2025,Ford,F-150,King Ranch,66806,7
3GNAXHEG5TL499302,2026,Chevrolet,Equinox,LT,31740,0
3N8AP6DB3TL304420,2026,Nissan,KICKS,SR AWD,29998,10
WA1BBAFYXP2022098,2023,Audi,Q5,Premium Plus,29968,42251
5NMJECAE7PH249598,2023,Hyundai,Tucson,Limited,27899,16434
1V2HE2CA8PC212916,2023,Volkswagen,Atlas Cross Sport,SE w/Tech,31868,31318
5UXCW2C0XM9F92822,2021,BMW,X7,40i,32663,95665
KNDNC5K30T6613304,2026,Kia,Carnival,EX,43370,5
1FMUK8DH4TGB54289,2026,Ford,Explorer,Active,42668,0
2GCUKDED1T1165840,2026,Chevrolet,Silverado 1500,LT,49754,10
1FMUK8DH8TGB94794,2026,Ford,Explorer,Active,45855,0
1C4SJVEP5TS172378,2026,Jeep,Grand Wagoneer,Summit Reserve,104025,null
KL4CJCSM4KB951864,2019,Buick,Encore,Essence,15278,67887
WBX73EF09T5401759,2026,BMW,X1,28i,43409,1141
3FMCR9DA4SRF61763,2025,Ford,Bronco Sport,Badlands,36681,5
1C4RJKARXT8582823,2026,Jeep,Grand Cherokee L,Laredo,52445,0
KL79MRSL5TB180993,2026,Chevrolet,Trailblazer,LT,28126,5
2T2BBMCA9TC138642,2026,Lexus,RX Hybrid,350h,61009,null
KNDEUCAA6T7900299,2026,Kia,Seltos,S,27687,14
5UX23EU01T9481494,2026,BMW,X5,40i,83388,0
JM3KKBHD8T1380829,2026,Mazda,CX-90,Preferred Package,44480,11
WA1LVBF73TD004338,2026,Audi,Q7,Premium Plus,68227,6
1GCZGHF77S1277084,2025,Chevrolet,Express Cargo,Work Van,50624,2
5TDABAB6XSS009584,2025,Lexus,TX Hybrid,F Sport Premium,68368,6134
19UUA8F29CA025467,2012,Acura,TL,Base,9995,121171
JM1BPBCL5T1886661,2026,Mazda,Mazda3,Carbon Edition,31652,0
3FTTW8JA5TRA80272,2026,Ford,Maverick,XLT,33260,6
3C6SRFFP3T4173719,2026,RAM,Ram 1500 Pickup,Big Horn/Lone Star,57611,14
4T1K31AK3NU043877,2022,Toyota,Camry,XSE,26386,73015
3VW7W7BU7TM051855,2026,Volkswagen,Jetta,SE,29436,10
WAU2ACFU1TN023518,2026,Audi,A5,Premium Plus,55473,0
5YFB4MDE3TP19A496,2026,Toyota,Corolla,LE,24585,0
JTMBDAFC7TA009670,2026,Subaru,Solterra,Limited XT,45560,1
1FATP8FF0M5115232,2021,Ford,Mustang,GT Premium,40198,12895
WAUP4AF55PA045612,2023,Audi,S5 Coupe,Premium Plus,42412,60508
1FMEE8BP6SLA41455,2025,Ford,Bronco 4-Door,Outer Banks,50014,14240
3PCAJ5DB8PF110266,2023,INFINITI,QX50,Autograph,33708,35286
3GTUUGE89TG261284,2026,GMC,Sierra 1500,Denali,64750,5
4JGFB4FB6TB653490,2026,Mercedes-Benz,GLE,GLE350,71405,6
5FNRL6H85TB062947,2026,Honda,Odyssey,Touring,48990,5
1C4RJHEG3PC543439,2023,Jeep,Grand Cherokee,Summit Reserve,37456,44250
1HGCY1F29PA008513,2023,Honda,Accord,LX,23988,23845
WP0AA2A71LL100040,2020,Porsche,Panamera,Base,36049,80955
1C4PJXDN5TW162332,2026,Jeep,Wrangler 4-Door,Sport S,41731,14
1FTBF2AA9TED56321,2026,Ford,F-250 Super Duty,XL,43945,9
5TFLA5DB2TX416775,2026,Toyota,Tundra,SR5,54324,0
3VV8C7B21TM025302,2026,Volkswagen,Taos,S,27301,21
1GTRUBED1TZ274097,2026,GMC,Sierra 1500,SLE,52450,0
5FNYG1H41TB034269,2026,Honda,Pilot,EX-L,47207,0
3N1AB9EW2TY255309,2026,Nissan,Sentra,SL,28658,10
1V2CN2CA9TC533724,2026,Volkswagen,Atlas,Atlas Peak Edition,45070,8
3HDSA2H31TM701582,2026,Acura,ADX,Base,38450,9
JF2BURKDXTY521557,2026,Subaru,Outback,Wilderness,47841,4
5TDAAAB52TS23G042,2026,Toyota,Grand Highlander,Platinum,57028,null
3GCPKCEK2TG152205,2026,Chevrolet,Silverado 1500,Custom Trail Boss,45765,1151
KNAG64J76S5280557,2025,Kia,K5,GT-Line,27278,49681
4S4WMAUD7P3427844,2023,Subaru,Ascent,Limited,30405,62264
1C4JJXSJ8NW127664,2022,Jeep,Wrangler Unlimited,Rubicon 392,53500,17373
5NMJBCDEXTH635933,2026,Hyundai,Tucson,SEL,31957,429
1FTEW1EG6GKE90684,2016,Ford,F-150,XLT,23990,109058
1HGCY1F43SA045700,2025,Honda,Accord,SE,27270,13371
3VVER7RM5TM045321,2026,Volkswagen,Tiguan,SE,33970,5
5NMJBCDE5TH709579,2026,Hyundai,Tucson,SEL,33815,11
KM8RKES29TU079478,2026,Hyundai,Palisade,Limited,52605,16
1FMJU1J8XTEA28068,2026,Ford,Expedition,Active,67009,10
3CZRZ2H3XVM700159,2027,Honda,HR-V,LX,29550,0
KL79MTSL7TB207270,2026,Chevrolet,Trailblazer,RS,32780,0
JF2BUPDD2TY527354,2026,Subaru,Outback,Limited,44305,1
1FMEE7BH6TLA44568,2026,Ford,Bronco 4-Door,Big Bend,54994,4
1FTBF4UG3TKB15836,2026,Ford,Transit Van,Base,62465,0
1C4RJHER9T8570627,2026,Jeep,Grand Cherokee,Summit,56919,10
1FMCU9MN8TUA40069,2026,Ford,Escape,ST-Line,34605,16
KM8RHESA3TU098078,2026,Hyundai,Palisade,SEL Premium,52105,null
1GKENNKS8TJ352913,2026,GMC,Acadia,Elevation,56320,0
JM3KMBHA1T0141015,2026,Mazda,CX-5,S Select,34802,0
3FMCR9BN4TRE56406,2026,Ford,Bronco Sport,Big Bend,33825,null
SALYJ2EXXTA833409,2026,Land Rover,Range Rover Velar,S,68565,6
2HGFE2F53TH591095,2026,Honda,Civic,Sport,27890,1
5J6RS4H75TL006433,2026,Honda,CR-V,EX-L,76081,0
5J8TC2H46TL019843,2026,Acura,RDX,Base,46550,4
1HGCY2F5XTA005551,2026,Honda,Accord,Hybrid Sport,33833,11
JF2BUPDD1TY493682,2026,Subaru,Outback,Limited,41250,6
4S4GUHD6XT3779549,2026,Subaru,Crosstrek,Premium,33063,0
3CZRZ2H76VM703367,2027,Honda,HR-V,EX-L,34267,0
3GKALTEG0RL141402,2024,GMC,Terrain,SLE,27610,14421
2T3W1RFV5PW285153,2023,Toyota,RAV4,XLE,28500,49329
5FPYK3F58TB031530,2026,Honda,Ridgeline,RTL,42388,3
5N1AZ3DS7TC103700,2026,Nissan,Murano,Platinum,49435,46
3KPFT4DE2TE339904,2026,Kia,K4,LXS,24135,9
JN8BT3DD1TW475015,2026,Nissan,Rogue,Platinum,36753,2902
1FDNF6AN4PDF07824,2023,Ford,F-650,null,60995,49591
5UX53GP09T9244949,2026,BMW,X3,30,57652,null
5J8YE1H04PL035245,2023,Acura,MDX,A-Spec Package,41487,42215
1C6SRFLM7NN450472,2022,RAM,Ram 1500,Rebel,37746,32945
2C3CDZBT9JH300764,2018,Dodge,Challenger,R/T Plus,25948,64747
WP1BK2AY2NDA60427,2022,Porsche,Cayenne Coup,Turbo GT,129313,43473
2LMPJ8LR7JBL22266,2018,Lincoln,MKX,Reserve,15900,106930
JF2GUSND7T8247873,2026,Subaru,Crosstrek,Limited,37594,null
WBA33EJ09TCY02854,2026,BMW,7 Series,760i,143128,0
3KPFT4DE3TE321539,2026,Kia,K4,LXS,24554,null
19UDE4H68TA010875,2026,Acura,Integra,A-Spec with Tech Package,41095,3
3C6LRVDG9TE192593,2026,RAM,ProMaster Cargo Van,Tradesman,43990,10
WP0CB2A9XMS248122,2021,Porsche,911,S,138000,17183
2T1BURHE7GC661736,2016,Toyota,Corolla,LE,null,167473
1V2BN2CAXTC520573,2026,Volkswagen,Atlas,SEL,47803,10
1GCWGBF7XT1212053,2026,Chevrolet,Express Cargo,Work Van,49960,3
JF2BURJD0TY519334,2026,Subaru,Outback,Touring,46940,6
1FTFW1E58MFB73089,2021,Ford,F-150,Lariat,39991,51741
1C4RDJDG0TC254416,2026,Dodge,Durango,GT,42585,12
W1NKM4HB8TF599458,2026,Mercedes-Benz,GLC,Base,60143,9
KMHL54JJ6SA130337,2025,Hyundai,Sonata Hybrid,Limited,34372,11
5J6RS6H92TL001221,2026,Honda,CR-V,Sport Touring,85547,0
KMUJAESC8TU312373,2026,GENESIS,GV80 Coupe,Base,84475,18
1FTBW3X85TKB00043,2026,Ford,Transit Van,Base,52277,4
3FTTW8B35TRB08524,2026,Ford,Maverick,XL,33750,null
1C4RJXN67SW584231,2025,Jeep,Wrangler 4xe,Willys 4XE,null,11979
1G6DS5RK5S0109962,2025,Cadillac,CT5,Premium Luxury,40991,35698
WA1EECF37P1027009,2023,Audi,Q3,S Line Premium Plus,29217,47379
5NMJECDEXRH347135,2024,Hyundai,Tucson,Limited,26041,41355
1FMCU9NZ1TUA20845,2026,Ford,Escape Hybrid,ST-Line Select,33342,116
KNDNC5KA9T6167054,2026,Kia,Carnival,EX,40891,null
1C4PJXDGXTW280121,2026,Jeep,Wrangler 4-Door,Sport S,45231,14
3FMCR9DA3TRE22743,2026,Ford,Bronco Sport,Badlands,42431,2
2T36CRAV8TW24J191,2026,Toyota,RAV4,Limited,45908,0
KNDEUCAA5T7951292,2026,Kia,Seltos,S,26080,10
3N8AP6DBXTL343263,2026,Nissan,KICKS,SR AWD,28130,10
5FNRL6H96TB052811,2026,Honda,Odyssey,Elite,50290,5
4JGFB4FB6TB653280,2026,Mercedes-Benz,GLE,GLE350,76758,9
WA1ABCFJ6T1062687,2026,Audi,Q3,Base,48219,6
1GTUUGED4TZ310050,2026,GMC,Sierra 1500,Denali,62750,5
3GKALZEG4TL412603,2026,GMC,Terrain,Denali,45196,null
3GNAXLEG0TL492826,2026,Chevrolet,Equinox,RS,35860,3
1GNEVGKW0PJ122578,2023,Chevrolet,Traverse,1LT,27855,48224
5LM5J7XC6LGL21699,2020,Lincoln,Aviator,Reserve,33888,51012
2T2BAMCA3TC149235,2026,Lexus,RX,350,60898,null
3GNAXPEG3TL462176,2026,Chevrolet,Equinox,LT,32089,3
1V2KN2CA2TC541496,2026,Volkswagen,Atlas,SE w/Tech,44422,8
7MUBAABG9TV187011,2026,Toyota,Corolla Cross,LE,31624,null
1FMEE0RR7TLA41359,2026,Ford,Bronco 4-Door,Raptor,90428,11
1FT7X2BA0TEC90369,2026,Ford,F-250 Super Duty,XL,53995,10
WUAPCBF20MN904775,2021,Audi,RS 7,Base,74445,52101
KM8HACA39RU070513,2024,Hyundai,Kona,N Line,27020,9818
3GTUUGED2TG351941,2026,GMC,Sierra 1500,Denali,72505,0
2T36CRAVXTW22K156,2026,Toyota,RAV4,Limited,45055,0
1FTFW3L8XTKD89475,2026,Ford,F-150,XLT,65050,null
YV4L12WK8T2173608,2026,Volvo,V60 Cross Country,Plus,55805,0
3C6LRVDG0TE192952,2026,RAM,ProMaster Cargo Van,Tradesman,44943,10
4S4BSACC2J3315022,2018,Subaru,Outback,Premium,14949,113764
WA12AAGU3S2020670,2025,Audi,Q5,Premium Plus,47412,4019
1FA6P8TH8R5147419,2024,Ford,Mustang,EcoBoost Premium,38075,33
1GD3USE75TF126581,2026,GMC,Sierra 3500 Chassis Cab,Pro,69266,0
5XYK3CDFXTG435137,2026,Kia,Sportage,EX,32954,15
WP1AA2A58TLB09153,2026,Porsche,Macan,Base,83010,15
1C4RJHAG9TC243940,2026,Jeep,Grand Cherokee,Laredo,40773,null
1FTRF2BT8SED79683,2025,Ford,F-250 Super Duty,XL,58254,11
5YFP4MCE5TP275293,2026,Toyota,Corolla,SE,27029,0
5XYRLDJC4TG443278,2026,Kia,Sorento,S,36520,9
3FMTK1RM2MMA10515,2021,Ford,Mustang Mach-E,Select RWD,17992,57126
3GCUKRECXEG158190,2014,Chevrolet,Silverado 1500,LT,null,102444
SALEJ7EX9T2610790,2026,Land Rover,Defender,S,79881,20
2HKRS4H41TH475731,2026,Honda,CR-V,EX,36100,6
3FTTW8BA2TRA82723,2026,Ford,Maverick,XL,30255,3
1GCZGGFP9S1279834,2025,Chevrolet,Express Cargo,Work Van,52779,10
3N8AP6BE8TL408785,2026,Nissan,KICKS,S,23920,10
JF2SKAEC0NH485410,2022,Subaru,Forester,Premium,23724,62065
1FDAX2Y80PKA45049,2023,Ford,Transit Passenger Van,XLT,33593,58622
4JGFB4FB7TB509432,2026,Mercedes-Benz,GLE,GLE350,67311,3433
3GNAXXEGXRL141647,2024,Chevrolet,Equinox,Premier,23244,60092
3FMCR9B66PRD43314,2023,Ford,Bronco Sport,Big Bend,25408,32862
JF2BUPBD3TY524577,2026,Subaru,Outback,Premium,null,4
1V2FN2CA0TC566463,2026,Volkswagen,Atlas,SEL Premium R-Line,51118,1
5UX53GP05T9461821,2026,BMW,X3,30,61128,0
7FARS6H63TE124688,2026,Honda,CR-V,TrailSport,38664,4
5XYK23DF9TG435388,2026,Kia,Sportage,LX,30780,null
KNDNC5KA9T6173968,2026,Kia,Carnival,EX,46025,null
WBA33FB04TFW21910,2026,BMW,4 Series,430i,64928,5
1GB3KSE74TF277717,2026,Chevrolet,Silverado 3500HD,Work Truck,66675,null
5UXTY9C06M9F68407,2021,BMW,X3,40i,33168,66142
1FM5K8DH9KGA26374,2019,Ford,Explorer,XLT,17990,81667
5XYZU3LB7EG215967,2014,Hyundai,Santa Fe,Sport,10995,99389
3N1AB9DV9TY269488,2026,Nissan,Sentra,SR,26114,6
1C4RJXFG7TW293835,2026,Jeep,Wrangler 4-Door,Rubicon X,60562,0
3MF33DM04T8G52004,2026,BMW,M2 Coupe,M2,103910,0
WBA83DA03VCX73368,2027,BMW,4 Series,M440i,75608,7
3FMTK3SU4SMA54891,2025,Ford,Mustang Mach-E,Premium AWD,41905,3
5J8YE1H32TL011658,2026,Acura,MDX,Base,49635,4298
1FTFW1E89PFA15536,2023,Ford,F-150,XLT,37301,58573
1GNEVGKS6TJ334960,2026,Chevrolet,Traverse,LT,45995,10
1V2KN2CA9TC545092,2026,Volkswagen,Atlas,SE w/Tech,44423,8
1FMUK8KH6TGB66933,2026,Ford,Explorer,ST-LINE,49430,10
3MVDMBBL7TM141723,2026,Mazda,CX-30,Select Sport,27735,1
19UUB1F3XLA004737,2020,Acura,TLX,Base,20368,70438
JF2GUADC3RH368959,2024,Subaru,Crosstrek,Premium,27911,16079
19UDE4H6XTA014233,2026,Acura,Integra,A-Spec with Tech Package,41095,5
3VWBW7BU6TM051159,2026,Volkswagen,Jetta,Sport,25760,5
KL47LAEP6TB131227,2026,Buick,Envista,Preferred,27441,3
1FM5K8AB9TGB66720,2026,Ford,Explorer,Utility Police Interceptor,52557,3
LRBFZMR43ND063072,2022,Buick,Envision,Preferred,21962,73489
5N1AT3AB7MC791625,2021,Nissan,Rogue,S,17485,75310
1FTFW1RG8TFA54467,2026,Ford,F-150,Raptor,95390,12
3FTTW8H39TRA66267,2026,Ford,Maverick,XLT,32175,null
KM8RMES25TU096014,2026,Hyundai,Palisade,Calligraphy,54375,12
KL47LBEP4TB156357,2026,Buick,Envista,Sport Touring,30199,5
7YAKNDDC1TY060812,2026,Hyundai,IONIQ 5,SEL,36890,290
KM8HECA31TU355346,2026,Hyundai,Kona,Limited,34928,0
7YAMUFS34TY004891,2026,Hyundai,IONIQ 9,SEL,57808,0
1FTFW3L53SKE93598,2025,Ford,F-150,XLT,81028,1402
5FNRL5H62FB129565,2015,Honda,Odyssey,EX-L,16638,113141
